"","SYMBOL","SST_IP_AMPH2","SST_IP_AMPH2.1","SST_IP_AMPH3","SST_IP_AMPH2.2","SST_IP_SAL1","SST_IP_SAL2","SST_IP_SAL4","SST_IP_SAL4.1","SST_UF_AMPH2","SST_UF_AMPH2.1","SST_UF_AMPH3","SST_UF_AMPH2.2","SST_UF_SAL1","SST_UF_SAL2","SST_UF_SAL4","SST_UF_SAL4.1"
"77","1500015A07Rik",8.20230777436961,8.18834395517563,8.12168755925662,8.12535446811681,8.32616489640217,8.17777127552316,7.91484573106172,8.27533678722795,8.15940461065732,7.96947151861814,8.00529059168115,8.17143814501149,8.00236755891051,8.10902152218565,8.04096481707082,8.07673717715561
"78","1500015L24Rik",7.87517555722898,7.56224246204843,7.69170196823303,8.02869009665555,7.39412189640071,8.22701397211161,7.65121251539977,7.51123793298061,8.50134565188604,8.64412168182182,8.47388697145314,8.50320364026272,8.66890459021755,8.84104364042386,8.36053825626898,8.54838399378628
"80","1500026H17Rik",8.79194924637366,8.51937667150703,8.78737108768445,8.7181484547084,8.70301464510749,8.51368285195517,8.9638317986112,8.65275792011511,8.6965926939888,8.58912779941135,8.87649915122654,8.78125675016624,8.5199410305584,8.67892973249925,8.83216240805887,8.58463925053122
"81","1500035N22Rik",7.81439722795684,7.96940759150704,7.64423175156075,7.61680426051279,7.88989533251418,7.98535778315738,7.85160247455291,7.84459336354323,7.92857202059628,7.75291516660079,7.92418277531322,7.98322897945646,8.02143167948359,7.92996445413806,8.16539810459597,8.16776369625029
"83","1600002D24Rik",8.05422950387116,7.94555746812688,7.79322830561859,8.12535446811681,7.99398291617802,7.92313399188084,7.68140668335355,7.77981527958341,8.12613930050179,8.26401837528415,8.19506676125523,8.10009308925187,8.16818445318697,7.87785651657807,7.89962859800995,8.18938210999061
"84","1600002K03Rik",7.62881520485965,7.76953971241115,7.60245436634857,7.66483171519252,7.63900839150786,7.52701318552679,7.65121251539977,7.66747079580293,7.70706085264106,7.64153359724925,7.76357615025227,7.7053372129181,7.73057696404848,7.72891897270745,7.79967787835278,7.78528699153034
"85","1600010M07Rik",8.96219008927718,9.56159702789484,8.91640119337907,9.26798759655529,8.49587870993793,9.21210709676284,8.99786756030198,8.83782716722541,8.26854982213642,8.45787122841351,8.4908938655701,8.72351077089419,8.28285238102022,8.88018520720017,8.39710226109938,8.54311661452821
"86","1600012H06Rik",8.80363129507061,9.17794592028074,8.78737108768445,8.98905537096203,8.64123909064008,8.85081620653871,8.81811862559679,8.92478780166258,8.28331537133167,8.54830168950899,8.45228650315081,8.54334168980283,8.63607397601398,8.73767400115224,8.57527583929479,8.61489343516261
"88","1600014C10Rik",9.26703385983478,9.56378383361932,9.22148216076319,9.37039563410647,9.28743647722786,9.49014432605582,9.37376153462644,9.53198075743198,9.07129199325689,9.14442487250049,9.13042244215637,9.21724773169137,9.06029800423405,9.07404992370091,9.02462669589269,9.12943871857419
"93","1600020E01Rik",10.2419139271948,10.5147629476774,10.3381214546395,10.2355216241402,10.4956914661689,10.5251283306002,10.2194451167362,10.3523683962559,10.6709633347643,10.6467825902976,10.6684982458835,10.5459397555912,10.6367957763853,10.7395204534766,10.4627191951445,10.6757596605569
"110","1700001L05Rik",7.99219362478147,8.29206935114434,7.96223244916785,8.05985584991458,8.06560226079939,8.20266422096521,7.92246927424163,8.10274932485849,8.11482075884661,8.03003090473486,7.96555250591252,8.08417217468888,8.05854131183439,8.15672781259226,8.1127210947816,8.21058772103936
"111","1700001L19Rik",8.4426976608385,8.59411491731819,8.41521739439082,8.60454580294188,8.49587870993793,8.71771800715316,8.45082549065372,8.5676448119239,8.35902549932036,8.73314273942183,8.49930881694488,8.46553082632964,8.50359575298832,8.47528337626878,8.37285260854834,8.67329143656319
"113","1700001O22Rik",7.66268047323989,7.86161853501509,7.87831440088721,7.84150497822536,7.93677901306571,7.79452153386951,7.95973112695073,8.21448978400609,7.70706085264106,7.84397510424782,7.88100103273261,7.7811638030287,7.75581669024758,7.81461690324349,7.85097344071857,7.85689358801412
"116","1700003D09Rik",7.95066671958734,8.67740179144308,7.76538850358147,7.67410947678883,7.55264699105895,8.17145969635843,8.38315677610749,8.31607862175277,7.58616342672986,7.91972850651592,7.48917271092161,7.58630539610358,7.60175108343732,8.30920935538429,8.16539810459597,8.02813947984407
"117","1700003E16Rik",7.84864522955637,8.07390003491951,7.80005690756969,8.1137393755817,7.72529789964391,8.07903510055068,7.88374251550991,8.15675240800639,7.7896030360247,7.82807431017943,7.87361331686026,7.83067840776204,7.8502646214362,7.83082995897039,8.07345678243644,7.94168812668252
"125","1700003L19Rik",7.98636436825602,7.95357067608534,7.84649447448173,7.92908860813994,8.15943280202174,7.88215851830673,7.91484573106172,8.14350095336546,8.21789873753959,8.22648927155832,8.26877139145301,8.10009308925187,8.39160110807977,8.30410153655789,8.19440153249247,8.44419846225655
"126","1700003M07Rik",7.58437327776165,7.7499538915986,7.46137013864034,7.61680426051279,7.59221077782587,7.68722567801481,7.71055497753751,7.52445970862957,7.50129447548041,7.75291516660079,7.65711876877385,7.83754065432842,7.71333686807391,7.51437687383528,7.79967787835278,8.01981561431605
"135","1700007F19Rik",8.06512292158251,7.66689276212427,7.94483998323635,7.7190288934786,7.91695965515081,7.57622503365917,7.91484573106172,8.01625528451443,8.21270625325724,7.81189776610822,8.21662228647972,7.9225253812358,8.27788466934392,8.13908222276893,7.9549784500571,8.1750168992198
