genes_filt,SST_IP_AMPH1,SST_IP_AMPH2,SST_IP_AMPH3,SST_IP_AMPH4,SST_IP_SAL5,SST_IP_SAL7,SST_IP_SAL15,SST_IP_SAL16,SST_UF_AMPH11,SST_UF_AMPH12,SST_UF_AMPH13,SST_UF_AMPH14,SST_UF_SAL8,SST_UF_SAL10,SST_UF_SAL17,SST_UF_SAL18
D130040H23Rik,66143.50320685936,77245.68712912602,62052.65947277922,80003.56021932245,77833.42521939927,70145.1337475958,74092.59992477375,68284.25611272341,92520.99218252531,104823.76259778136,88801.7214350174,94781.07562105912,101609.64695130434,90375.10329850484,82577.99779772398,81608.36911994734
D130043K22Rik,949.51696822800875,1210.8681502111892,900.8858884601153,1052.4683874961943,1024.341444540015,1023.5071597574389,1069.3281823956818,1075.2938093697182,957.7896620601962,1040.1708362629322,873.1391920557344,916.30950982827,845.7020960372021,908.5455700846659,950.2158416371196,874.0524182076009
D130079A08Rik,210.6003885147341,160.73897855678655,123.84218955100364,252.7585013930469,119.64128675082748,200.62717056395746,70.21585966266916,69.24276594161277,94.80230395321779,63.098763973695135,65.81259583294114,85.2762458669285,69.95137607760682,53.984282607745584,126.20529056343793,74.56533566055205
D16Ertd472e,193.95857732833335,309.4833574204466,177.05848711298822,238.21315750294457,232.4918881284975,325.9931600471479,183.15720430710283,225.0210479095152,411.54792065589754,474.46487500125926,306.74715846484236,392.45809652030164,339.8928677549508,435.2135780323612,381.9066133309068,374.28814223633196
D17H6S53E,37.32614648963812,47.39204451232764,30.43131851296482,67.09920385967992,23.881560647257402,52.31508640786747,44.57923453071312,45.95967537417503,36.52078050264479,35.72757985411682,17.71472863876957,33.55829138421413,32.57207558501287,27.818476064242784,41.07439797534591,28.443045264789813
D17Wsu92e,8620.712489947386,10779.241119200296,9401.831571449657,9643.69650121493,8307.914839833345,8748.644119699362,10736.558754664684,10331.663557181972,9259.421443635696,9374.917770574702,8403.19463642481,8491.065072499005,7699.744076371029,8373.310773469271,9943.130475313548,9189.482497616003
D1Ertd622e,14594.699589667647,15378.168707676177,17031.016900753155,18131.076246885437,14998.127330349917,17683.943175184657,17236.21189214141,15390.044711460761,14709.936928287458,14377.246116826936,13966.071438419975,15894.436910566319,14678.001550887251,15772.467571018991,15720.848305948484,15742.005892730096
D230017M19Rik,518.7369417803677,641.3207658848897,568.1820025737051,622.0547459852539,525.6126129226187,489.1376507660202,655.0681129761267,640.4209066330205,584.9024753666251,549.7469748815424,520.3365036455222,626.9259594571628,517.0743798722323,510.21850064639676,617.4205996976015,532.4089787012167
D230022J07Rik,14996.475754952175,19082.482359163303,12551.993558350357,16210.56091344421,17054.135776230753,24620.712683709073,14923.670639683405,22379.34125685717,11874.120568739272,13833.653771834232,11007.018742489017,16411.192277486236,15651.190086242004,15549.527910972492,14267.447950627595,12960.230347591913
D230025D16Rik,142856.99332989875,180056.11326545084,144890.74079745222,157580.31254342847,143356.38989073414,136141.2560133983,163728.3938067844,170565.93082923698,130825.7817512869,139023.84914347244,114851.63010819457,132617.38802710202,123886.0567006568,117266.31715290865,149676.02949131114,115992.52291331477
D2hgdh,5463.024364359691,7605.692946284177,6558.483185636146,6926.693066947959,5050.347028891375,6443.1730661584725,7931.004406280907,7546.010131374164,7705.605828650711,7551.445039310369,7188.304983114005,7900.088194392457,6029.3090317173765,7225.57440664519,9604.02029859305,7668.826397104107
D330023K18Rik,92.73230779663353,115.81064441928274,91.69585244454659,106.70008442176525,91.61762589656715,92.19572525923847,102.6189043428556,106.9721197487552,72.54238066659457,71.95691798320516,70.83344250789735,82.75481603465295,68.30873352539828,63.007875854876666,77.73346761721919,66.4670229830582
D330041H03Rik,92.8036996718098,122.49451917211728,98.14148272261713,94.11709679688155,60.25383946482951,97.59835471411787,119.44422703740858,116.3216087774108,83.8737031559758,93.85601406764243,74.82891868165788,91.7856837864892,68.8206910229109,93.65104335309043,103.80259009280101,96.62265603853275
D330045A20Rik,4230.995539877018,5861.205486890812,1607.8972477729687,7242.315126943029,2549.8470370583304,2872.9744853091365,2616.019560027319,1593.6979130034158,4142.893714917273,6684.988751248416,3224.9490583583615,9198.100411817637,3661.2186361519634,3504.5076214614132,8279.13307222825,2207.3006654954324
D330050G23Rik,24151.50601757886,25808.72107883238,25633.123742150514,25321.251140334185,20994.1380096781,22265.065316317792,22876.06318651008,26762.489073642755,30474.8452927813,29240.99391716312,25836.733340420345,30329.04719122637,27184.223669371124,20919.386066668503,22062.705651296812,33128.21592027467
D3Ertd254e,486.00160387233257,521.0235229602407,468.69214987917695,639.9242403590603,440.3668687789481,525.6168199516853,528.745842010262,504.8360600611482,368.0162844724558,387.1214895215332,320.8012347208503,430.1639284784601,416.9614249514342,311.5704316068355,417.53114846625624,355.8790560510791
D3Ertd751e,208.71173121890345,206.71622788070445,214.28819040503996,255.83760981195496,237.37626474707884,238.9750320754077,222.8889087129596,211.24205714287274,194.60689217198566,246.84480720421791,213.73086696987178,245.15921893144494,248.28716736706915,245.95286269817413,212.39199008197215,169.8208160105129
D430019H16Rik,3288.4637054003565,5434.079346030864,3068.138607372551,3895.6916653243343,3500.3216743669454,3954.2228978209364,4021.782774832996,3862.8483358250655,4792.968355714583,4595.629466723795,3951.1674904710003,3640.362480580007,3743.6984936597314,3318.530200660118,4493.584329410621,4151.759847671956
D430020J02Rik,151.1250348134307,297.1945180688003,100.91248814685898,211.11432948846706,153.8884611484707,167.97857270215076,196.68230594877477,200.414948489306,128.1817551264573,130.463610429597,114.50891044629084,145.78503033061108,150.65847607516227,121.32437088753048,139.32897760723387,196.62516475261893
D430036J16Rik,111889.58662806531,116811.54915742828,95109.13515838073,84903.83995906512,131390.10932570137,94665.3460796211,81782.35906104822,99644.80155089319,160909.18744200538,186858.98882987004,155235.09456640057,163611.913914594,179937.86023221273,161598.6305643785,147003.59355356492,133470.0686006142
D430041D05Rik,15310.053933595309,14183.589548475898,15823.066181274817,14072.520269479044,16545.0964913128,17987.336357926484,14625.525288763896,17094.439303836392,18973.33982623385,16999.675052386592,19767.213198430978,16812.061122175623,18251.51965611811,21333.426698352876,16462.91646891008,21343.82607328471
D430042O09Rik,2664.798726488387,3175.5428157988154,2758.3445585188088,2692.4618711703665,2960.119516063841,2823.3759029894677,2867.2023679452514,3006.3028659599636,2743.5449668535857,2821.0101745603997,2650.9603802190754,2606.0729662388367,2623.813264700829,2711.855347959046,2750.5110509451292,2915.127837586844
D5Ertd579e,3886.3705828530246,3465.866030209482,4090.3949515398035,4031.9049108677737,3578.5154389059667,3883.9002882644186,3552.051821660907,3403.3668752748827,3369.1639674153694,3595.0057353590996,3591.701811982366,3598.7578030078184,3434.874004162649,3515.6398387073505,3689.606780146008,3231.4126133034893
D5Ertd615e,342.2689194564663,277.81155020355015,262.98216025869164,415.7365043890771,230.7325208284332,309.50341928894346,200.36285726897066,194.71507287967114,156.73124545582206,186.01647695437518,190.72771358264157,203.4977320655818,127.00477334790423,137.94658334971,180.45351356414542,88.24897347860582
D630003M21Rik,385.8050644264758,376.95373779326786,352.90913836898306,353.92962887653766,314.2878226161405,487.7943913354662,487.02491809019233,479.2831285014364,714.2755005714217,596.6498877639582,501.86400376253283,605.6865765662027,668.9287389406791,616.5510084033842,669.5143350463836,618.5632604033954
