Rnf220
Galnt18
Mfap3l
Gtdc1
Spata5
Tspan7
Myrf
Washc3
Dpp6
Ninl
AW554918
Thada
Cntnap2
Hfm1
Fat3
Mrpl48
Cacna1d
Sycp2
Gpr176
Adgrf2
Akt3
Scaf8
Scn2a
Bcas3
Psmd14
Plpp1
Tmem131
Kirrel3
Taf4b
Faf1
Prim2
Lcor
Dync1i1
Osbpl1a
Aak1
Rere
Zdhhc2
Etfa
Lmbr1
Cfap74
Zfp451
Sptssb
Abhd17b
Rtkn2
Emc2
Ncoa7
Zfp280c
Spats1
Ambra1
Kctd16
Tnik
Zfp407
B3gntl1
Brms1l
Mettl15
Kat6b
Tmcc1
Macrod2
Aco1
Vps13b
Atxn7l1
Chm
Kcnh7
Phactr1
Sergef
Slc25a13
Asb3
D3Ertd751e
Usp15
Hr
Dnm3
Ttc7b
Zfp532
Wdr7
Nsmce2
Reps2
B230209E15Rik
Prkg2
Cdyl
Kcnj9
Ttc37
Ctnna3
Map2k6
Sbf2
Fbxl17
Atg7
Kalrn
Cyfip2
Nfasc
Lix1
Grm5
Hikeshi
Tmem29
Hs6st2
Ola1
Tnr
Rnf145
4930593A02Rik
Tacc3
Grm1
Slf1
2610037D02Rik
Ctnnd2
Dok5
Nhej1
Srbd1
Stx18
Klhl32
Rab11fip2
Pdzrn4
Rit2
Apba2
BC002059
1700110C19Rik
Cmtm5
C1ql3
Stau2
Dpy19l3
Nin
D630003M21Rik
B230303A05Rik
Ncald
Rims2
Ryr2
Zcchc4
Zmym4
Grem2
Qrich1
Spock3
Top3b
Klhdc10
Slc12a8
Tpk1
Mccc1
Ank3
Usp32
Fgf1
Larp1b
Pcdh7
St3gal3
D1Ertd622e
Mdga2
Chic1
Fam13a
Lrpprc
Chsy3
Ccdc12
Nkain3
Nol4
Dtnbp1
Zfp772
Lhpp
Mindy4
Asrgl1
A330040F15Rik
Xpo4
Med26
Myo5b
Slc17a6
E2f3
Arl6ip6
Immp2l
March11
Sgce
Astn1
Setbp1
Cntn1
Sord
Smyd3
Ddx10
Csnk1g1
Taf1b
2610044O15Rik8
Arid1b
Gabrd
Lpcat2
Ube2e2
Slc16a7
Lhcgr
Frmpd4
P4ha3
Tfdp2
Psma2
Dym
Ints2
Spop
Atg5
Ints6
Grid1
Ap4s1
Ddah1
Kcnb2
Herc1
Hadhb
Iqschfp
Ipo11
Samd12
Acbd6
4930402H24Rik
Nt5e
Rcbtb2
Atr
Hivep2
Faxc
Dip2b
Pgap1
Prr14l
Drosha
Abl1
Ago3
Cep128
Trip12
Zfp507
Tbck
Suclg2
Syn3
Pcmtd2
Lrfn5
Spata7
Celf2
Wdr25
Ttc8
Far2
Zcchc7
B3galt5
Nrg1
Elovl6
Dcun1d4
Wscd1
Hepacam
Cux1
Nptn
Trim59
0610040F04Rik
Osbpl2
Pkia
Cwc22
Pls1
Il1rapl1
Bicd1
Akap7
Poln
Eml6
Ago4
Tada2a
Snupn
Fhod3
4931406C07Rik
E230016M11Rik
Helz
Piezo2
Slco3a1
Vsnl1
Zfp804b
Rbm33
Btla
C230004F18Rik
Parp1
Ube2w
Ylpm1
Tango6
Nek10
Rtkn
Ppp1r14c
Cblb
Cdh18
Mthfd2
Axin1
Ldb3
Mthfs
Nrf1
Vat1l
Fan1
Gk
Pspc1
Rundc3b
Sdccag8
Wdsub1
Nf1
Agtpbp1
Nrg2
Morc2b
Bphl
Fra10ac1
Jakmip2
Nova1
Ercc6
Lrrtm3
Agk
Eya3
Slc38a9
Snd1
Tbcd
Tox3
Pus10
Rptor
C1ql1
Npepps
Eipr1
Cntn6
Mcf2
Ctif
Sppl3
2810403D21Rik
Cacna2d3
Rhobtb3
Mrpl1
Dip2c
4933406I18Rik
Alkbh8
Eri3
Gigyf2
Mrps27
Ppcdc
Recql
Tbl1x
Wwc1
1600020E01Rik
Alms1
Pemt
Tbca
Snca
Shroom3
AC174800.1
Dapp1
Ino80
Usp29
Zdhhc20
4932441J04Rik
Adcy8
Wdr35
Rev3l
Scaper
Tmem87a
Zcwpw2
Nkx2-2os
N4bp2l2
Ulk4
Htr7
Btbd8
Enoph1
4921504A21Rik
Rprd1a
Ubr3
Zranb1
Gnai1
Bckdhb
Wdr43
Bbs9
Ppp1r21
4732463B04Rik
Spg11
Col25a1
Epdr1
Amph
Birc6
Vps50
Tmem110
Anapc1
Sec11a
2810049E08Rik
Impg2
Pknox1
Trpm6
Clstn2
Zfp280d
Gmds
Mllt10
Tlk2
Arfgef3
Atm
Nme7
Phf14
Zfp317
Car10
Ap3s2
Sestd1
Ssbp2
Acvr1b
Cadm1
Otud7a
Rars2
Stxbp5l
Tnpo3
Fmn2
Cacna1b
Clcn1
Lrrc8d
Lingo1
Atrn
Efcab5
Vstm5
Rccd1
Mapkapk2
Clasp1
Mtbp
Itpk1
AU040320
Mapkap1
Frem3
Psat1
St7
Nrg4
Vrk1
Asph
Rbfox2
Cdk5rap1
Exoc4
Mtmr2
Cacnb4
Rnf214
2610316D01Rik
Gbf1
Ralgps2
Lancl1
Pnldc1
Ccdc171
Prkaa2
Aven
Lca5
Mterf4
Rmdn2
Tnrc6b
Txnrd3
1700025G04Rik
Nr3c2
Yaf2
Dnajb4
Rtl4
Mblac2
AC163347.1
Mre11a
Srpk2
Adcy5
Mosmo
Relch
Scn8a
Scn1a
E130006D01Rik
Lrrc28
Nsun6
Rhbdl3
Csnk2a1
Mthfsl
Cntn4
Akap6
Map3k21
Pde4dip
Acyp2
Bin3
Chst11
Csrnp3
Car8
Dcps
Prepl
Prkn
Crip3
Plekha6
A730081D07Rik
Cluap1
Slc16a10
Garem1
5730522E02Rik
4930505A04Rik
Ncoa2
Rnf130
Dbt
Jakmip1
Pikfyve
Mb21d2
Ptchd4
Ift80
Syt1
Ssh2
Arhgap44
Plekha7
Ldah
Atpaf1
Slc24a4
Elmod1
Scml4
4930570G19Rik
Nt5c3
Mrps9
Sybu
Dcdc5
Epc1
Blmh
Psme4
Lgr4
Mthfd1
Atp5c1
Grm7
Hipk2
Tmem56
Dock3
Tmcc3
Elp3
Garem2
AC141471.2
4930598N05Rik
Clns1a
Trpc4
Klf8
Grik2
Otud7b
Mmaa
Ddhd2
Hs6st3
Atp2b2
Rasgrf1
St7l
Exoc6b
Pcdh15
Slc24a2
Ccser1
Lrba
Lrrc40
Setd4
Dmd
Zbtb25
Exd1
Fam193a
Kctd5
Rab30
Inpp5j
Enpp6
Luc7l2
Zfp873
Cdkl3
Rgs7
Galnt9
Slc17a5
Smarcal1
Gmeb1
Fam110b
Slc1a2
Sgip1
Cbfa2t2
A330041J22Rik
Pacs1
Gal3st1
4930419G24Rik
Pwwp2a
Atad5
Elp2
Slc30a6
Mpdz
Kif13a
Vps41
Pibf1
Dyrk1a
Mapk10
Myt1l
Kif21a
Atl1
Chd1l
Frmpd1
Smoc1
Syn2
Rxrg
Trit1
Ube2g1
Adgrg2
Acad11
Gpc3
Tnks
Hdac8
Ust
Ankrd17
Coq8a
Acsbg1
Usp28
Tmem30c
Aldh1l1
Garnl3
Amy1
Rasgef1b
Atxn7
Nrip3
Kif5c
A230072C01Rik
Reep1
Sfxn5
Dbx2
Spopl
Vps13d
Rabgap1
Sec22a
Ptprt
Slc9a7
2610035D17Rik
Phka1
Zfp821
Cdkl4
Lap3
Add1
Nim1k
Nrn1
Phtf1
Ppm1b
Robo2
Mkx
Mtx2
Pcbd2
Rab3c
Sacs
Asah2
Chchd3
Zfp975
Zfp995
Ccdc51
Xpnpep1
Prdm4
Jade3
2900011O08Rik
Polr3c
Camsap1
Nek4
Saxo2
Dlgap1
Slc39a12
Ttc27
Ptprj
Galnt1
Napepld
Fam219a
Slc25a12
Pxdn
9330162G02Rik
Smarca4
Vwc2
Ankib1
Tesk2
Nrg3
Stox2
Sclt1
Ube2q2
AC121957.1
Psmb2
Fmnl2
Thsd7a
Pip4k2a
Usp31
A830012C17Rik
Aagab
AV039307
Chsy1
Ift74
Snx10
Zfp704
Nckap5
Prkce
Negr1
Slc35a1
Hmgb1
Pde6d
Ypel2
Tnip1
Asap2
Ttc17
Stag1
Ppfia2
Cep112
Rbfox1
Tmem189
Arhgap26
Kdm4c
Zfp341
Hdhd5
Cadm2
Pofut1
Dcx
Akap10
Pepd
Celrr
Gria4
Zfp846
Ccdc136
Atad1
Mpp6
Apc
Pak3
Hivep3
Slc25a37
Mettl24
Rev1
9130024F11Rik
Ralgapa2
Egfem1
Abcd3
Aff2
Mtg2
BC034090
Odf2l
Phc3
Nprl3
Osbp2
Rph3a
Tbc1d9
Zfp462
Med12l
Ascc3
Sacm1l
Cmc1
Slit3
Xrn1
Uggt1
Lrriq3
Nrxn3
Lmtk2
Hdgfl3
Zeb1
Tbc1d23
Zfp148
Cyp27a1
Cmbl
Mras
Pum3
Rfx4
Elp6
Itgb4
Padi2
Pmfbp1
Ecpas
Leo1
Rrp15
Fam20c
Glis3
Zfp618
Ptpdc1
2700069I18Rik
Efcab1
Rnls
2010300C02Rik
Actr3b
Plin4
Xpo7
Mettl16
Mycbp2
Ube3c
Adgra1
Rnaseh2b
Ccdc148
Slc22a21
Ccdc88c
Tspan15
Fam19a5
Pfdn1
Bicdl1
Lrig2
Piga
Susd1
Fam169a
Ctnnbl1
March2
Nt5c2
AC161438.1
Nudt6
9330179D12Rik
Erc1
Slc16a6
Synpr
Tut4
Arg2
Slc6a11
Cpsf3
Tenm2
Akap17b
Cwc27
Gsdme
Lrrn2
Pld5
Tmem39a
Zzef1
Pdpr
Slc35f3
Rnf216
Slc7a8
Agl
Cnot2
Plekhm3
Shisa4
Mdn1
Asxl2
Npas3
Mamld1
Adal
Ezh2
Uxs1
Phka2
Tanc2
Bfar
Ift88
Adgrl3
Bbs7
Ube2d2a
Ndufs4
Nfkb1
Cul4a
Fnip1
Frs2
Fubp3
Tecpr2
Zswim6
Gtf2ird1
Snap91
Kcnq5
4933431E20Rik
Glra3
Fam49b
Smg7
Stk4
9230112J17Rik
Ncam1
Phlpp2
Rtn3
Siah3
Tvp23b
Hbs1l
Cfdp1
Apoo
Prr16
Atp6v1h
Strbp
Cdh20
Asxl1
D430042O09Rik
Chd6
Neto2
Tfcp2
G630016G05Rik
Pm20d2
Ehmt1
Fam135a
Xkr6
Supv3l1
Scg5
Mfap3
Armc8
Pigu
Taf2
Arntl2
Slc22a4
Arhgef19
Dennd1b
Exoc1
Mgat5
9330159F19Rik
Uggt2
Zfp1
Tns3
Slc7a10
9430037G07Rik
Snta1
1110002L01Rik
Cftr
Prim1
Tuft1
Cd44
Cntnap5b
Cox10
Srpx2
Ccdc191
C330007P06Rik
Smg1
Lrrc20
Kif1b
Tia1
Tulp4
Fam102a
Nav3
Pla2g7
Acad9
Hs3st3b1
Ube2k
Supt3
Cpe
B3galt1
Nsun2
Prkci
Btrc
Narfl
Osbpl5
Prune2
Fut9
AC125101.1
Ptprr
Riok2
Shisa9
A230057D06Rik
Metap1d
Rfx7
Smad1
Igfbp5
Kansl1
Syt7
Oprm1
Fgf12
Tprkb
Gpam
Nr6a1
Dok6
Dars
Glb1
Myo6
Uso1
Atp1b3
Hspb11
Mad1l1
Ccl25
Zfp943
Rbm6
Erc2
Ica1
Morc2a
Zfp661
Zfyve9
Sez6l
Tcaim
Eif4g3
Golga1
Tm6sf1
Pbdc1
Rab11fip4
Sdhaf3
Dnah5
Glp1r
Daam2
Bend6
Dlg2
Pcgf1
Pms1
Cdyl2
Pias2
Mms22l
6330411D24Rik
Uchl3
Ephb6
Fzd1
Zfp697
Psma5
Bbs2
Plekha1
Bmp2k
Sh3pxd2a
Usp45
Zkscan16
Ccdc122
Myh14
2310015A10Rik
Carnmt1
Rwdd3
Stx6
Nol9
Pvt1
Strn3
Ccdc50
Dctd
Kcnc2
Fam168a
Mbtps1
Spata48
Brd4
Fkbp15
Inpp5b
Dpysl3
Glrx3
Phf8
Strada
Cenpu
Dcaf17
Dock4
Wdr20
Carmil1
Stam
Zwilch
Vwc2l
Fam149b
Calb1
Pecr
Uqcc1
Utp20
Fbxo34
Tanc1
Zfp951
Rps6kb1
Zfp536
Whrn
Zmiz1os1
Letm1
Bicc1
Epb41l4b
Spsb4
Galnt10
Ap3b1
Hat1
Rad52
B3gat2
Rad17
Pde7a
Fhit
Ascc1
Srek1
9330182L06Rik
Abhd6
Efna5
Dcaf4
Fbxl20
Itga9
Nln
Phf6
Tspan11
Acr
Appl2
Vezt
Ep400
Dcun1d2
Ttc21b
Csnk2a2
Isoc2a
Mettl13
4930412C18Rik
Epb41l5
Srfbp1
Mbnl2
Amn1
Kif3c
Appbp2
Rps6ka2
Plcxd2
Ythdc2
Tnrc6c
Micu2
Zfp956
Ppp2r2b
Cds1
R3hdm2
Scmh1
Tnc
Specc1
Zdhhc14
Rtn4ip1
Kcmf1
Secisbp2
Dennd6a
Shld2
Igsf9b
Pcnx4
Tctn3
Anapc10
Ano5
Fam151b
Htr1d
Larp4b
Kcnab1
Arih1
Dclk2
Gtf3c3
Rps6kc1
Gnaq
Tle1
C2cd5
D130043K22Rik
Evl
Kif24
Cadps
Fgf14
Samd5
Memo1
Npas2
Prep
Tll1
Nav2
Tlcd1
Nkain2
Rfesd
Cog5
Apbb1ip
Hspa14
Map3k4
Jakmip3
Ephx2
Flad1
Gfra2
Grk5
Polr3k
Ift43
Tmem132b
Fbxo16
Alkbh3
Csmd1
Nsd2
Ajap1
E430024P14Rik
Pde3b
Rasgrf2
Klhl7
Mtch2
Ppih
Trim37
Ccdc149
Nhs
Nars2
Tmeff2
Pan3
Spint2
Lrmda
Nup93
Zfand3
Dtnb
Nsun7
Thumpd2
Zgrf1
Fam189a2
Mttp
Phtf2
Ralyl
0610040J01Rik
Rnft2
Pbld2
Ebf3
Fam120b
Lrrc3b
Tmco3
Tmem232
Xkr4
Rad50
Cnot4
Chrm2
Ksr2
Cox18
Kcnq1ot1
Grip1
Map2k4
Nwd1
Rassf2
Ints8
Nipa1
Nup205
Sgpp2
Bnip1
Fbln1
Pde10a
Ano10
Morn2
Ntm
Pakap
Plcd4
Rnf115
Kdm8
Clpb
Farp2
Myh10
Bzw2
F8
Polr3e
2810001G20Rik
1110059E24Rik
Cisd2
Enox2
Epha6
Mmp16
Prtg
Clec16a
Gabrb2
Pigk
Dmxl1
Frmd5
Sox5
Stam2
C87436
Cables1
Elavl4
Lrp4
Adck1
Kdm1a
Smchd1
Ankrd29
Tbc1d19
Abcb4
AC158605.1
Alms1-ps1
Dagla
Dclre1c
Dph5
Fam124a
Itgb8
Psen1
Sik3
Stim1
Stox1
Wdfy1
Cabin1
Bid
Kat14
Lmln
Sepsecs
Ttf1
Apip
Blm
Trank1
Pex3
A330076H08Rik
Adamts3
Adpgk
Bach2
Brf1
Cnot10
Kidins220
Nectin3
Pskh1
Raph1
Sipa1l1
Uck2
Zfp804a
Sec24a
Gjc2
Iqsec1
Sh3gl3
6530401F13Rik
Pyroxd1
Gtf2f2
Lgi1
Mtf2
Osbpl9
Pacrg
Zfyve26
Zmat3
Hira
Eya1
Greb1l
Ppargc1b
Sntg2
Map3k9
1500009L16Rik
3010001F23Rik
Kdm1b
Hsbp1l1
Nphp3
Trappc12
Ccdc30
Cep57l1
Map3k13
Pomt2
Minos1
Map3k2
Ube2h
Cntnap3
Kif13b
Rbms3
Rhot1
Tmem161b
Osbpl11
Sstr3
Gprasp1
Large1
Ddb2
Phf21a
Plekhb1
Ero1l
Ttll11
Zkscan5
Nek1
Arhgap22
Ergic1
Polh
Sox8
Far2os2
Klhl8
Tmem38b
Caap1
Cacng2
Pitpnm3
Add2
Nupl2
Wwp1
Nup54
Slc41a3
Scel
Mtmr7
Erp44
C530008M17Rik
Cnih3
Evi5
Fancm
Mtmr1
Galc
Stmn2
Smurf1
Rbfox3
Dnal1
Rsad1
D130040H23Rik
C130071C03Rik
Tom1
Tox2
Mkln1
Slc10a7
Ccdc92
Rbm26
Ube2d-ps
3110039I08Rik
Cyp4f15
Afg3l2
Ephb2
Tmem135
Ube2d1
Ext1
Zfp346
Bean1
Map4k5
Ptprm
Arid4b
Add3
Mrrf
P2rx4
Cdc123
Ryk
Grb10
Recql5
Senp5
Wdr73
Pwp1
Dgkg
Prmt8
Tpmt
Gpr68
Arl15
Kcnk1
Arhgap21
Farp1
Ppm1h
Afg1l
Foxp2
Shc4
Rbm19
Rfx3
Sfmbt1
Kif16b
March10
4930556J24Rik
Abtb2
Fam222a
Prox2os
Rabep1
4732471J01Rik
Ddx51
Dnajb6
Mpg
Nek3
Pank1
Ankmy2
Tex29
Prkcz
Ccdc28a
Mtss1
Papola
Trpm7
Uchl1os
Tmem132c
Ift81
Cachd1
Fam185a
Eml5
Htra1
Lrrfip2
Megf9
Pam
Cdh7
Polr2h
Ankrd42
Fbxw11
Heatr5b
Arfgef2
Cdon
Rb1
Rcan1
Cdc14b
Prr5
Slc6a7
Scyl2
4931440J10Rik
Abraxas1
Atxn2
Gak
Sdad1
Tbc1d16
Ube2o
Kif6
1700019A02Rik
Kcnk13
Ankrd44
Zbbx
Vash2
Hdx
Fbxo11
Spag6l
Tent4b
Nufip1
Pitpnb
Pola1
Dmxl2
Abhd12
Rab3gap1
Ston2
Suclg1
Tspan32os
Uhrf2
Depdc5
Ift27
Dtwd1
Orc3
Htr1f
Vps13c
Zc3h8
Atp11a
Nmnat2
Bin1
D5Ertd579e
Exd2
Nxph1
Znhit6
Ppip5k2
Sgcd
1110020A21Rik
Gpr12
Pgbd5
Poli
Atp5s
Foxn3
Il20rb
Kdm2b
Thumpd3
Usp48
Tenm3
Eml4
Tmem268
Plekhf1
Aldh7a1
Arhgap35
Capn6
Cldn10
Scfd1
Shpk
Stambpl1
Tom1l2
Vps16
Armc9
Fam222b
Kmt2c
Pex1
Rnf165
Cntrl
Atg4b
Dst
Senp6
Trhde
Abcb1b
Prpsap2
Retreg1
Ccnb2
Rnd3
Htatip2
Shq1
Ankrd55
5330434G04Rik
Psmd11
Gtpbp10
Ogfod3
Zcchc24
Ppp2r5e
Cplane1
Ubn2
Ubiad1
Rnf111
Acad10
Fam241b
Hif3a
Slmap
Grin2a
Ubac2
Ice2
Brap
Rnf121
Clvs2
Crtc3
Fbh1
Elmod3
Rfwd3
Ccdc57
Ptpn5
Gtf2i
Sh3rf3
A930005H10Rik
Slc23a2
Trmt10b
Rab10os
Dhx57
E130304I02Rik
8430429K09Rik
Bbof1
Mrs2
Nr2c1
Neu3
Alcam
Zfp583
Luzp2
B130055M24Rik
B230323A14Rik
Dcp1a
Tsg101
Gfm1
Fgf10
Plcd1
Zfp607b
Dhx30
Larp4
Mrnip
Usp36
Kat8
Ice1
Hhatl
Pcdh19
Ppp4r1l-ps
BC030499
Sae1
Scrn1
Spata1
Zfp976
Ttc19
Usp8
Ptdss1
Adcy9
Fbln5
Pla2g16
Arhgef7
Zc3hc1
Pclo
Smco4
Dglucy
Atad2b
